State ,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,District of Columbia,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
Diesel ,$5.47 ,$5.02 ,$4.96 ,$5.30 ,$6.56 ,$5.14 ,$5.84 ,$5.24 ,$5.47 ,$5.24 ,$4.89 ,$6.13 ,$5.20 ,$5.27 ,$5.38 ,$5.53 ,$5.09 ,$5.20 ,$4.92 ,$5.66 ,$5.46 ,$5.76 ,$5.47 ,$5.27 ,$5.02 ,$4.89 ,$5.31 ,$5.10 ,$5.29 ,$5.10 ,$5.61 ,$5.76 ,$5.04 ,$5.54 ,$5.72 ,$5.57 ,$4.98 ,$5.75 ,$5.89 ,$5.79 ,$5.00 ,$5.16 ,$5.06 ,$4.83 ,$5.21 ,$5.21 ,$5.75 ,$5.79 ,$5.17 ,$5.38 ,$5.32 
